Id,SalePrice
1461,118954.6796875
1462,157033.828125
1463,182703.5
1464,189635.34375
1465,184566.6875
1466,173096.8125
1467,175829.921875
1468,166134.234375
1469,194759.96875
1470,125043.671875
1471,192698.46875
1472,92246.453125
1473,93935.078125
1474,154652.46875
1475,124220.21875
1476,389707.25
1477,273121.40625
1478,277343.90625
1479,263092.96875
1480,505870.5
1481,340284.5
1482,200418.328125
1483,166289.734375
1484,161387.609375
1485,180889.140625
1486,193138.1875
1487,339860.28125
1488,239645.671875
1489,203673.90625
1490,212256.484375
1491,191630.59375
1492,86558.1015625
1493,192569.6875
1494,302220.8125
1495,313201.40625
1496,230292.921875
1497,177196.984375
1498,153619.671875
1499,159467.53125
1500,151452.78125
1501,172244.640625
1502,146000.859375
1503,297729.4375
1504,249378.03125
1505,228381.8125
1506,187504.84375
1507,253432.03125
1508,210891.6875
1509,167914.25
1510,150927.78125
1511,146381.046875
1512,170695.21875
1513,147285.09375
1514,168896.671875
1515,197985.15625
1516,163506.609375
1517,158332.953125
1518,146111.453125
1519,211922.75
1520,134689.484375
1521,136520.5625
1522,179877.625
1523,115663.1875
1524,126981.3515625
1525,126341.0234375
1526,126560.3828125
1527,108732.046875
1528,139187.3125
1529,153681.21875
1530,169187.984375
1531,104686.6875
1532,98217.359375
1533,145361.625
1534,124513.1796875
1535,158575.484375
1536,103701.7578125
1537,71390.6875
1538,180129.796875
1539,194534.59375
1540,92308.765625
1541,146609.75
1542,130884.328125
1543,187193.421875
1544,74891.515625
1545,106586.875
1546,117043.1171875
1547,119365.609375
1548,123729.671875
1549,108626.328125
1550,144098.6875
1551,115500.7109375
1552,138818.796875
1553,161547.90625
1554,119065.34375
1555,163525.015625
1556,80192.53125
1557,101841.640625
1558,83789.8125
1559,87075.4921875
1560,123931.5
1561,130511.515625
1562,122784.359375
1563,122404.265625
1564,158678.8125
1565,152514.34375
1566,244156.109375
1567,78539.515625
1568,225686.40625
1569,127768.140625
1570,129037.75
1571,128776.140625
1572,152909.15625
1573,257096.953125
1574,128002.921875
1575,228940.28125
1576,224632.53125
1577,191018.265625
1578,145386.4375
1579,146284.34375
1580,198772.1875
1581,148448.0625
1582,128713.28125
1583,334725.90625
1584,225071.046875
1585,142614.234375
1586,73472.875
1587,102888.2578125
1588,152682.71875
1589,105173.828125
1590,136062.25
1591,99510.828125
1592,106670.5625
1593,125496.578125
1594,108086.90625
1595,104189.9765625
1596,226418.09375
1597,192926.671875
1598,214409.796875
1599,178303.578125
1600,167971.28125
1601,68840.1484375
1602,112032.9609375
1603,83818.34375
1604,271493.40625
1605,248261.5625
1606,163425.859375
1607,187456.75
1608,207947.875
1609,193668.28125
1610,149897.84375
1611,135539.8125
1612,162426.3125
1613,159093.09375
1614,127622.984375
1615,81710.3671875
1616,68965.328125
1617,89870.9609375
1618,122230.21875
1619,133416.6875
1620,178604.8125
1621,140266.140625
1622,138572.109375
1623,287049.75
1624,210119.796875
1625,125529.015625
1626,173616.765625
1627,184586.40625
1628,277425.125
1629,185254.609375
1630,375858.0
1631,239108.734375
1632,247321.96875
1633,167150.875
1634,184778.203125
1635,177218.4375
1636,151206.28125
1637,205369.640625
1638,204374.359375
1639,186881.984375
1640,251247.890625
1641,181752.71875
1642,218112.8125
1643,221524.578125
1644,231719.84375
1645,195514.78125
1646,157074.265625
1647,175076.953125
1648,133850.625
1649,135807.390625
1650,126473.265625
1651,123646.75
1652,93749.5546875
1653,92581.015625
1654,156452.5
1655,160972.578125
1656,147953.65625
1657,159090.65625
1658,145896.328125
1659,140181.09375
1660,153738.390625
1661,447984.0
1662,419940.3125
1663,400318.3125
1664,436887.5625
1665,302651.4375
1666,330914.875
1667,376268.65625
1668,322404.125
1669,291805.75
1670,366521.1875
1671,261381.609375
1672,445975.4375
1673,304484.875
1674,252513.578125
1675,173996.1875
1676,172604.09375
1677,214633.203125
1678,481761.25
1679,387846.75
1680,337615.4375
1681,255505.484375
1682,307854.96875
1683,173140.90625
1684,173635.640625
1685,171555.4375
1686,168040.328125
1687,161686.9375
1688,191190.84375
1689,197064.0
1690,198610.375
1691,178261.75
1692,274845.40625
1693,158893.6875
1694,182745.84375
1695,173320.96875
1696,290702.1875
1697,179364.234375
1698,365100.59375
1699,311751.03125
1700,238108.40625
1701,285350.125
1702,254062.65625
1703,259842.90625
1704,273568.75
1705,237677.578125
1706,405964.875
1707,223440.953125
1708,197332.1875
1709,283889.28125
1710,220660.296875
1711,258770.890625
1712,289616.625
1713,262863.5
1714,222421.71875
1715,202851.984375
1716,183016.53125
1717,174982.140625
1718,131678.46875
1719,199675.421875
1720,226781.15625
1721,162363.125
1722,121019.3984375
1723,147728.921875
1724,211532.234375
1725,237795.015625
1726,171394.203125
1727,148859.890625
1728,178165.90625
1729,154805.484375
1730,166060.890625
1731,122605.2109375
1732,134176.40625
1733,120483.90625
1734,125631.4140625
1735,127561.7734375
1736,113924.6171875
1737,321061.75
1738,224514.734375
1739,249810.765625
1740,218195.828125
1741,190045.59375
1742,170406.515625
1743,175270.40625
1744,311756.6875
1745,212817.53125
1746,215360.875
1747,222438.484375
1748,203090.078125
1749,147675.671875
1750,139807.53125
1751,233667.578125
1752,121741.84375
1753,156991.90625
1754,231681.171875
1755,158877.03125
1756,132805.3125
1757,118526.96875
1758,141732.90625
1759,162801.765625
1760,166081.640625
1761,152348.609375
1762,171449.46875
1763,185820.828125
1764,114782.78125
1765,169519.71875
1766,182325.78125
1767,220444.703125
1768,148830.9375
1769,182222.875
1770,145659.28125
1771,142012.171875
1772,136080.8125
1773,133473.1875
1774,148043.15625
1775,138825.671875
1776,124238.8203125
1777,112482.9296875
1778,139708.375
1779,112771.546875
1780,182611.0
1781,128112.46875
1782,87920.03125
1783,138898.78125
1784,102815.671875
1785,115673.8828125
1786,151243.625
1787,157509.734375
1788,53973.91015625
1789,103448.0
1790,69099.5
1791,181044.296875
1792,155840.75
1793,126013.8359375
1794,148526.375
1795,132298.40625
1796,108817.6328125
1797,121976.1328125
1798,127210.5625
1799,111583.3046875
1800,126635.234375
1801,129875.5546875
1802,151809.671875
1803,155914.78125
1804,142560.65625
1805,139506.265625
1806,114643.515625
1807,131603.765625
1808,129274.125
1809,114584.2734375
1810,152317.671875
1811,95380.875
1812,100813.9453125
1813,120165.359375
1814,91739.28125
1815,50665.015625
1816,93904.265625
1817,106205.65625
1818,131138.703125
