Id,SalePrice
1461,117213.3515625
1462,153790.59375
1463,185387.6875
1464,189762.34375
1465,194462.625
1466,174721.84375
1467,173178.546875
1468,162080.0
1469,191752.359375
1470,121440.6953125
1471,192488.171875
1472,94521.890625
1473,96570.0234375
1474,152880.578125
1475,123637.671875
1476,383031.46875
1477,258440.40625
1478,282935.1875
1479,296001.3125
1480,483077.53125
1481,329236.15625
1482,207130.65625
1483,165579.046875
1484,165638.75
1485,175475.796875
1486,188242.859375
1487,349654.875
1488,234264.671875
1489,204056.71875
1490,210289.59375
1491,192009.28125
1492,86272.625
1493,195378.703125
1494,312766.8125
1495,304265.4375
1496,225742.59375
1497,174371.609375
1498,158011.203125
1499,156792.15625
1500,144615.21875
1501,175008.171875
1502,147989.65625
1503,300657.8125
1504,244673.8125
1505,223871.59375
1506,189356.484375
1507,253110.296875
1508,199392.078125
1509,166725.3125
1510,145710.96875
1511,144431.21875
1512,170891.828125
1513,139776.203125
1514,172955.90625
1515,208269.0
1516,168534.65625
1517,161175.96875
1518,139199.140625
1519,213359.3125
1520,130860.234375
1521,132274.8125
1522,178882.328125
1523,111059.28125
1524,118693.59375
1525,124510.921875
1526,127111.4765625
1527,104344.703125
1528,133964.796875
1529,150470.328125
1530,176505.46875
1531,95910.9375
1532,104894.7578125
1533,140181.21875
1534,126366.5703125
1535,151722.09375
1536,106920.703125
1537,71412.203125
1538,164699.9375
1539,185645.109375
1540,87494.453125
1541,144286.390625
1542,133154.828125
1543,219211.78125
1544,71497.9296875
1545,108609.7578125
1546,124014.0234375
1547,122007.890625
1548,128849.1171875
1549,111400.53125
1550,138490.71875
1551,118802.765625
1552,136305.765625
1553,157991.765625
1554,117743.3984375
1555,160917.9375
1556,79942.0
1557,104135.84375
1558,89838.3125
1559,83679.9296875
1560,137808.125
1561,137654.578125
1562,127843.8359375
1563,119700.0703125
1564,158329.03125
1565,152665.390625
1566,240723.625
1567,71836.25
1568,223269.046875
1569,138761.484375
1570,133678.15625
1571,128984.234375
1572,148085.796875
1573,259540.265625
1574,114752.5703125
1575,222210.5625
1576,229220.796875
1577,191290.796875
1578,148198.53125
1579,148291.0
1580,197042.21875
1581,146873.6875
1582,127716.734375
1583,324537.3125
1584,218608.03125
1585,144005.6875
1586,72781.546875
1587,102103.921875
1588,148522.828125
1589,102328.234375
1590,134451.421875
1591,98198.71875
1592,118337.21875
1593,132937.484375
1594,112934.921875
1595,105534.1328125
1596,234043.375
1597,198858.46875
1598,213195.984375
1599,180444.78125
1600,177179.90625
1601,68807.4609375
1602,110417.171875
1603,79861.9140625
1604,274178.875
1605,248442.515625
1606,165313.34375
1607,166654.890625
1608,212179.984375
1609,196184.0
1610,145385.75
1611,135326.171875
1612,161070.5625
1613,156676.15625
1614,124044.0703125
1615,85401.8671875
1616,69227.4609375
1617,90894.625
1618,123279.390625
1619,139110.34375
1620,168175.640625
1621,137529.265625
1622,134808.09375
1623,271138.40625
1624,204635.3125
1625,128605.9140625
1626,162536.640625
1627,184258.03125
1628,269951.28125
1629,188015.359375
1630,343303.1875
1631,222115.84375
1632,240737.625
1633,169458.3125
1634,184797.0625
1635,179744.03125
1636,155426.0625
1637,204935.09375
1638,196799.0
1639,181836.796875
1640,254614.484375
1641,181503.109375
1642,217587.390625
1643,229395.09375
1644,229953.1875
1645,203404.46875
1646,158086.71875
1647,168240.296875
1648,131363.140625
1649,132277.96875
1650,120345.4140625
1651,121970.546875
1652,98633.09375
1653,95598.34375
1654,151893.515625
1655,158332.046875
1656,146051.546875
1657,152704.265625
1658,144025.875
1659,130768.7890625
1660,154401.34375
1661,434703.125
1662,446746.75
1663,407764.5
1664,453457.5625
1665,297244.875
1666,314442.25
1667,344643.5625
1668,322497.625
1669,298986.53125
1670,373246.5
1671,245726.5625
1672,436184.0
1673,290937.65625
1674,247263.484375
1675,175802.59375
1676,178849.0625
1677,212207.3125
1678,479711.46875
1679,379362.65625
1680,330630.375
1681,250816.484375
1682,312021.09375
1683,173035.09375
1684,173121.75
1685,166928.0
1686,168273.03125
1687,164480.5
1688,187712.75
1689,195736.78125
1690,196328.859375
1691,178315.828125
1692,281557.5625
1693,163739.125
1694,184592.90625
1695,170203.984375
1696,294446.90625
1697,173454.09375
1698,369731.375
1699,307012.3125
1700,239753.34375
1701,278661.5625
1702,246572.359375
1703,253806.4375
1704,278911.21875
1705,230766.265625
1706,403104.59375
1707,219664.234375
1708,199308.4375
1709,294981.46875
1710,217353.453125
1711,267112.78125
1712,276894.375
1713,270908.875
1714,227274.796875
1715,204257.25
1716,189209.546875
1717,177204.921875
1718,137970.921875
1719,201879.875
1720,251427.421875
1721,170369.96875
1722,126114.9453125
1723,146032.1875
1724,212312.96875
1725,232819.421875
1726,179228.46875
1727,151519.65625
1728,176383.8125
1729,164466.6875
1730,165658.171875
1731,120929.0625
1732,130255.4921875
1733,118244.6015625
1734,117541.0
1735,127531.125
1736,113767.1875
1737,308564.5
1738,216722.765625
1739,251329.375
1740,203740.921875
1741,192251.875
1742,171465.96875
1743,174460.765625
1744,298310.09375
1745,201160.53125
1746,198723.65625
1747,209724.203125
1748,218479.421875
1749,143200.546875
1750,134772.5
1751,230074.5
1752,122157.390625
1753,147990.359375
1754,225481.171875
1755,159289.078125
1756,127833.3515625
1757,119440.6484375
1758,139515.96875
1759,164217.03125
1760,163796.90625
1761,147617.515625
1762,170056.1875
1763,176681.8125
1764,114517.6328125
1765,164339.375
1766,181109.21875
1767,218346.53125
1768,142434.28125
1769,182625.28125
1770,140843.0625
1771,135504.265625
1772,129823.6640625
1773,132002.484375
1774,153925.0
1775,138048.046875
1776,123079.796875
1777,112011.171875
1778,136041.890625
1779,109913.1875
1780,190423.5
1781,128816.0625
1782,97054.1015625
1783,139051.859375
1784,101591.46875
1785,115839.921875
1786,145433.453125
1787,158241.171875
